Sport,Discipline,Athlete,Event,Country,Medal,Year,Season,Gender,City
Aquatics,Synchronized S.,"FRECHETTE, Sylvie",Solo,Canada,Gold,1992,summer,Women,Barcelona
Aquatics,Water polo,"APANASSENKO, Dmitri",Water Polo,Réunion,Bronze,1992,summer,Men,Barcelona
Aquatics,Water polo,"BELOFASTOV, Andrei",Water Polo,Réunion,Bronze,1992,summer,Men,Barcelona
Aquatics,Water polo,"CHARONOV, Evgueni",Water Polo,Réunion,Bronze,1992,summer,Men,Barcelona
Aquatics,Water polo,"GORSHKOV, Dmitry",Water Polo,Réunion,Bronze,1992,summer,Men,Barcelona
Aquatics,Water polo,"KARABOUTOV, Vladimir",Water Polo,Réunion,Bronze,1992,summer,Men,Barcelona
Aquatics,Water polo,"KOLOTOV, Aleksandr",Water Polo,Réunion,Bronze,1992,summer,Men,Barcelona
Aquatics,Water polo,"KOVALENKO, Alexandre",Water Polo,Réunion,Bronze,1992,summer,Men,Barcelona
Aquatics,Water polo,"KOZLOV, Nikolai",Water Polo,Réunion,Bronze,1992,summer,Men,Barcelona
Aquatics,Water polo,"MARKOTCH, Serguei",Water Polo,Réunion,Bronze,1992,summer,Men,Barcelona
Aquatics,Water polo,"NAUMOV, Sergey",Water Polo,Réunion,Bronze,1992,summer,Men,Barcelona
Aquatics,Water polo,"OGORODNIKOV, Alexandre",Water Polo,Réunion,Bronze,1992,summer,Men,Barcelona
Aquatics,Water polo,"TCHIGUIR, Alexandre",Water Polo,Réunion,Bronze,1992,summer,Men,Barcelona
Aquatics,Water polo,"ATTOLICO, Francesco",Water Polo,Italy,Gold,1992,summer,Men,Barcelona
Aquatics,Water polo,"AVERAIMO, Gianni",Water Polo,Italy,Gold,1992,summer,Men,Barcelona
Aquatics,Water polo,"BOVO, Alessandro",Water Polo,Italy,Gold,1992,summer,Men,Barcelona
Aquatics,Water polo,"CALDARELLA, Paolo",Water Polo,Italy,Gold,1992,summer,Men,Barcelona
Aquatics,Water polo,"CAMPAGNA, Alessandro",Water Polo,Italy,Gold,1992,summer,Men,Barcelona
Aquatics,Water polo,"D'ALTRUI, Marco",Water Polo,Italy,Gold,1992,summer,Men,Barcelona
Aquatics,Water polo,"FERRETTI, Massimiliano",Water Polo,Italy,Gold,1992,summer,Men,Barcelona
Aquatics,Water polo,"FIORILLO, Mario",Water Polo,Italy,Gold,1992,summer,Men,Barcelona
Aquatics,Water polo,"GANDOLFI, Ferdinando",Water Polo,Italy,Gold,1992,summer,Men,Barcelona
Aquatics,Water polo,"POMILIO, Amedeo",Water Polo,Italy,Gold,1992,summer,Men,Barcelona
Aquatics,Water polo,"PORZIO, Francesco",Water Polo,Italy,Gold,1992,summer,Men,Barcelona
Aquatics,Water polo,"PORZIO, Giuseppe",Water Polo,Italy,Gold,1992,summer,Men,Barcelona
Aquatics,Water polo,"SILIPO, Carlo",Water Polo,Italy,Gold,1992,summer,Men,Barcelona
Aquatics,Water polo,"BALLART, Daniel",Water Polo,Spain,Silver,1992,summer,Men,Barcelona
Aquatics,Water polo,"ESTIARTE, Manuel",Water Polo,Spain,Silver,1992,summer,Men,Barcelona
Aquatics,Water polo,"GARCIA AGUADO, Pedro",Water Polo,Spain,Silver,1992,summer,Men,Barcelona
Aquatics,Water polo,"GOMEZ, Salvador",Water Polo,Spain,Silver,1992,summer,Men,Barcelona
Aquatics,Water polo,"GONZALEZ JUNQUERA, Marco Antonio",Water Polo,Spain,Silver,1992,summer,Men,Barcelona
Aquatics,Water polo,"MICHAVILA JOVER, Ruben",Water Polo,Spain,Silver,1992,summer,Men,Barcelona
Aquatics,Water polo,"OCA, Miguel Angel",Water Polo,Spain,Silver,1992,summer,Men,Barcelona
Aquatics,Water polo,"PEDREROL, Sergi",Water Polo,Spain,Silver,1992,summer,Men,Barcelona
Aquatics,Water polo,"PICO LLADO, Jose",Water Polo,Spain,Silver,1992,summer,Men,Barcelona
Aquatics,Water polo,"ROLLAN, Jesus",Water Polo,Spain,Silver,1992,summer,Men,Barcelona
Aquatics,Water polo,"SANCHEZ ALARCON, Ricardo",Water Polo,Spain,Silver,1992,summer,Men,Barcelona
Aquatics,Water polo,"SANS, Jordi",Water Polo,Spain,Silver,1992,summer,Men,Barcelona
Aquatics,Water polo,"SILVESTRE SANCHEZ, Manuel",Water Polo,Spain,Silver,1992,summer,Men,Barcelona
Archery,Archery,"TERRY, Simon",Individual (Fita Olympic Round - 70M),United Kingdom,Bronze,1992,summer,Men,Barcelona
Archery,Archery,"FLUTE, Sebastien",Individual (Fita Olympic Round - 70M),France,Gold,1992,summer,Men,Barcelona
Archery,Archery,"CHUNG, Jae-Hun",Individual (Fita Olympic Round - 70M),"Korea, South",Silver,1992,summer,Men,Barcelona
Archery,Archery,"VALEEVA, Natalia",Individual (Fita Olympic Round - 70M),Réunion,Bronze,1992,summer,Women,Barcelona
Archery,Archery,"CHO, Youn-Jeong",Individual (Fita Olympic Round - 70M),"Korea, South",Gold,1992,summer,Women,Barcelona
Archery,Archery,"KIM, Soo-Nyung",Individual (Fita Olympic Round - 70M),"Korea, South",Silver,1992,summer,Women,Barcelona
Archery,Archery,"HALLARD, Steven",Team (Fita Olympic Round - 70M),United Kingdom,Bronze,1992,summer,Men,Barcelona
Archery,Archery,"PRIESTMAN, Richard John",Team (Fita Olympic Round - 70M),United Kingdom,Bronze,1992,summer,Men,Barcelona
Archery,Archery,"TERRY, Simon",Team (Fita Olympic Round - 70M),United Kingdom,Bronze,1992,summer,Men,Barcelona
Archery,Archery,"HOLGADO ROMERO, Juan Carlos",Team (Fita Olympic Round - 70M),Spain,Gold,1992,summer,Men,Barcelona
Archery,Archery,"MENENDEZ VALLIN, Alfonso",Team (Fita Olympic Round - 70M),Spain,Gold,1992,summer,Men,Barcelona
Archery,Archery,"VAZQUEZ, Antonio",Team (Fita Olympic Round - 70M),Spain,Gold,1992,summer,Men,Barcelona
Archery,Archery,"FALCK, Ismo Kalevi",Team (Fita Olympic Round - 70M),Finland,Silver,1992,summer,Men,Barcelona
Archery,Archery,"LIPPONEN, Jari",Team (Fita Olympic Round - 70M),Finland,Silver,1992,summer,Men,Barcelona
Archery,Archery,"POIKOLAINEN, Tomi",Team (Fita Olympic Round - 70M),Finland,Silver,1992,summer,Men,Barcelona
Archery,Archery,"ARZHANNIKOVA, Lyudmila",Team (Fita Olympic Round - 70M),Réunion,Bronze,1992,summer,Women,Barcelona
Archery,Archery,"KVRIVICHVILI, Khatouna",Team (Fita Olympic Round - 70M),Réunion,Bronze,1992,summer,Women,Barcelona
Archery,Archery,"VALEEVA, Natalia",Team (Fita Olympic Round - 70M),Réunion,Bronze,1992,summer,Women,Barcelona
Archery,Archery,"CHO, Youn-Jeong",Team (Fita Olympic Round - 70M),"Korea, South",Gold,1992,summer,Women,Barcelona
Archery,Archery,"KIM, Soo-Nyung",Team (Fita Olympic Round - 70M),"Korea, South",Gold,1992,summer,Women,Barcelona
Archery,Archery,"LEE, Eun Kyung",Team (Fita Olympic Round - 70M),"Korea, South",Gold,1992,summer,Women,Barcelona
Archery,Archery,"MA, Xiangjun",Team (Fita Olympic Round - 70M),China,Silver,1992,summer,Women,Barcelona
Archery,Archery,"WANG, Hong",Team (Fita Olympic Round - 70M),China,Silver,1992,summer,Women,Barcelona
Archery,Archery,"WANG, Xiaozhu",Team (Fita Olympic Round - 70M),China,Silver,1992,summer,Women,Barcelona
Athletics,Athletics,"ABEBE, Addis",10000M,Ethiopia,Bronze,1992,summer,Men,Barcelona
Athletics,Athletics,"SKAH, Khalid",10000M,Morocco,Gold,1992,summer,Men,Barcelona
Athletics,Athletics,"CHELIMO, Richard",10000M,Kenya,Silver,1992,summer,Men,Barcelona
Athletics,Athletics,"JENNINGS, Lynn A.",10000M,United States,Bronze,1992,summer,Women,Barcelona
Athletics,Athletics,"TULU, Derartu",10000M,Ethiopia,Gold,1992,summer,Women,Barcelona
Athletics,Athletics,"MEYER, Elana",10000M,South Africa,Silver,1992,summer,Women,Barcelona
Athletics,Athletics,"LI, Chunxiu",10000M Walk,China,Bronze,1992,summer,Women,Barcelona
Athletics,Athletics,"CHEN, Yueling",10000M Walk,China,Gold,1992,summer,Women,Barcelona
Athletics,Athletics,"NIKOLAYEVA, Yelena",10000M Walk,Réunion,Silver,1992,summer,Women,Barcelona
Athletics,Athletics,"MITCHELL, Dennis",100M,United States,Bronze,1992,summer,Men,Barcelona
Athletics,Athletics,"CHRISTIE, Linford",100M,United Kingdom,Gold,1992,summer,Men,Barcelona
Athletics,Athletics,"FREDERICKS, Frank",100M,Namibia,Silver,1992,summer,Men,Barcelona
Athletics,Athletics,"PRIVALOVA, Irina",100M,Réunion,Bronze,1992,summer,Women,Barcelona
Athletics,Athletics,"DEVERS, Gail",100M,United States,Gold,1992,summer,Women,Barcelona
Athletics,Athletics,"CUTHBERT, Juliet",100M,Jamaica,Silver,1992,summer,Women,Barcelona
Athletics,Athletics,"DONKOVA, Yordanka",100M Hurdles,Bulgaria,Bronze,1992,summer,Women,Barcelona
Athletics,Athletics,"PATOULIDOU, Paraskevi Voula",100M Hurdles,Greece,Gold,1992,summer,Women,Barcelona
Athletics,Athletics,"MARTIN, La Vona Ann",100M Hurdles,United States,Silver,1992,summer,Women,Barcelona
Athletics,Athletics,"PIERCE, Jack",110M Hurdles,United States,Bronze,1992,summer,Men,Barcelona
Athletics,Athletics,"MCKOY, Mark",110M Hurdles,Canada,Gold,1992,summer,Men,Barcelona
Athletics,Athletics,"DEES, Tony",110M Hurdles,United States,Silver,1992,summer,Men,Barcelona
Athletics,Athletics,"SULAIMAN, Mohamed Ahmed",1500M,Qatar,Bronze,1992,summer,Men,Barcelona
Athletics,Athletics,"CACHO RUIZ, Fermin",1500M,Spain,Gold,1992,summer,Men,Barcelona
Athletics,Athletics,"EL BASIR, Rachid",1500M,Morocco,Silver,1992,summer,Men,Barcelona
Athletics,Athletics,"QU, Yunxia",1500M,China,Bronze,1992,summer,Women,Barcelona
Athletics,Athletics,"BOULMERKA, Hassiba",1500M,Algeria,Gold,1992,summer,Women,Barcelona
Athletics,Athletics,"ROGACHEVA, Liudmila",1500M,Réunion,Silver,1992,summer,Women,Barcelona
Athletics,Athletics,"BATES, Michael D.",200M,United States,Bronze,1992,summer,Men,Barcelona
Athletics,Athletics,"MARSH, Michael",200M,United States,Gold,1992,summer,Men,Barcelona
Athletics,Athletics,"FREDERICKS, Frank",200M,Namibia,Silver,1992,summer,Men,Barcelona
Athletics,Athletics,"OTTEY-PAGE, Merlene",200M,Jamaica,Bronze,1992,summer,Women,Barcelona
Athletics,Athletics,"TORRENCE, Gwen",200M,United States,Gold,1992,summer,Women,Barcelona
Athletics,Athletics,"CUTHBERT, Juliet",200M,Jamaica,Silver,1992,summer,Women,Barcelona
Athletics,Athletics,"DE BENEDICTIS, Giovanni",20KM Walk,Italy,Bronze,1992,summer,Men,Barcelona
Athletics,Athletics,"PLAZA MONTERO, Daniel",20KM Walk,Spain,Gold,1992,summer,Men,Barcelona
Athletics,Athletics,"LEBLANC, Guillaume",20KM Walk,Canada,Silver,1992,summer,Men,Barcelona
Athletics,Athletics,"CHALMERS, Angela Frances",3000M,Canada,Bronze,1992,summer,Women,Barcelona
Athletics,Athletics,"ROMANOVA, Elena",3000M,Réunion,Gold,1992,summer,Women,Barcelona
Athletics,Athletics,"DOROVSKIH, Tatiana",3000M,Réunion,Silver,1992,summer,Women,Barcelona
Athletics,Athletics,"MUTWOL, William",3000M Steeplechase,Kenya,Bronze,1992,summer,Men,Barcelona
Athletics,Athletics,"BIRIR, Mathew",3000M Steeplechase,Kenya,Gold,1992,summer,Men,Barcelona
Athletics,Athletics,"SANG, Patrick",3000M Steeplechase,Kenya,Silver,1992,summer,Men,Barcelona
Athletics,Athletics,"KITUR, Samson",400M,Kenya,Bronze,1992,summer,Men,Barcelona
Athletics,Athletics,"WATTS, Quincy",400M,United States,Gold,1992,summer,Men,Barcelona
Athletics,Athletics,"LEWIS, Steve",400M,United States,Silver,1992,summer,Men,Barcelona
Athletics,Athletics,"RESTREPO GAVIRIA, Ximena",400M,Colombia,Bronze,1992,summer,Women,Barcelona
Athletics,Athletics,"PEREC, Marie-Jose",400M,France,Gold,1992,summer,Women,Barcelona
Athletics,Athletics,"BRYZGINA, Olga",400M,Réunion,Silver,1992,summer,Women,Barcelona
Athletics,Athletics,"AKABUSI, Kriss Kezie Uche",400M Hurdles,United Kingdom,Bronze,1992,summer,Men,Barcelona
Athletics,Athletics,"YOUNG, Kevin Curtis",400M Hurdles,United States,Gold,1992,summer,Men,Barcelona
Athletics,Athletics,"GRAHAM, Winthrop",400M Hurdles,Jamaica,Silver,1992,summer,Men,Barcelona
Athletics,Athletics,"VICKERS, Janeene",400M Hurdles,United States,Bronze,1992,summer,Women,Barcelona
Athletics,Athletics,"GUNNELL, Sally Janet Jane",400M Hurdles,United Kingdom,Gold,1992,summer,Women,Barcelona
Athletics,Athletics,"FARMER-PATRICK, Sandra",400M Hurdles,United States,Silver,1992,summer,Women,Barcelona
Athletics,Athletics,"AGUILERA RUIZ, Jorge Luis",4X100M Relay,Cuba,Bronze,1992,summer,Men,Barcelona
Athletics,Athletics,"ISASI, Joel",4X100M Relay,Cuba,Bronze,1992,summer,Men,Barcelona
Athletics,Athletics,"LAMELA, Joel",4X100M Relay,Cuba,Bronze,1992,summer,Men,Barcelona
Athletics,Athletics,"SIMON, Andres",4X100M Relay,Cuba,Bronze,1992,summer,Men,Barcelona
Athletics,Athletics,"BURRELL, Leroy",4X100M Relay,United States,Gold,1992,summer,Men,Barcelona
Athletics,Athletics,"JETT, James",4X100M Relay,United States,Gold,1992,summer,Men,Barcelona
Athletics,Athletics,"LEWIS, Carl",4X100M Relay,United States,Gold,1992,summer,Men,Barcelona
Athletics,Athletics,"MARSH, Michael",4X100M Relay,United States,Gold,1992,summer,Men,Barcelona
Athletics,Athletics,"MITCHELL, Dennis",4X100M Relay,United States,Gold,1992,summer,Men,Barcelona
Athletics,Athletics,"ADENIKEN, Olapade",4X100M Relay,Nigeria,Silver,1992,summer,Men,Barcelona
Athletics,Athletics,"EZINWA, Davidson",4X100M Relay,Nigeria,Silver,1992,summer,Men,Barcelona
Athletics,Athletics,"EZINWA, Osmond",4X100M Relay,Nigeria,Silver,1992,summer,Men,Barcelona
Athletics,Athletics,"IMOH, Chidi",4X100M Relay,Nigeria,Silver,1992,summer,Men,Barcelona
Athletics,Athletics,"KAYODE, Oluyemi",4X100M Relay,Nigeria,Silver,1992,summer,Men,Barcelona
Athletics,Athletics,"IDEHEN, Faith",4X100M Relay,Nigeria,Bronze,1992,summer,Women,Barcelona
Athletics,Athletics,"ONYALI, Mary",4X100M Relay,Nigeria,Bronze,1992,summer,Women,Barcelona
Athletics,Athletics,"OPARA-THOMPSON, Christy Thompson",4X100M Relay,Nigeria,Bronze,1992,summer,Women,Barcelona
Athletics,Athletics,"UTONDU, Beatrice",4X100M Relay,Nigeria,Bronze,1992,summer,Women,Barcelona
Athletics,Athletics,"ASHFORD, Evelyn",4X100M Relay,United States,Gold,1992,summer,Women,Barcelona
Athletics,Athletics,"FINN, Michelle",4X100M Relay,United States,Gold,1992,summer,Women,Barcelona
Athletics,Athletics,"GUIDRY-WHITE, Carlette D.",4X100M Relay,United States,Gold,1992,summer,Women,Barcelona
Athletics,Athletics,"JONES, Esther",4X100M Relay,United States,Gold,1992,summer,Women,Barcelona
Athletics,Athletics,"TORRENCE, Gwen",4X100M Relay,United States,Gold,1992,summer,Women,Barcelona
Athletics,Athletics,"BOGOSLOVSKAYA, Olga",4X100M Relay,Réunion,Silver,1992,summer,Women,Barcelona
Athletics,Athletics,"MALTCHOUGUINA, Galina",4X100M Relay,Réunion,Silver,1992,summer,Women,Barcelona
Athletics,Athletics,"PRIVALOVA, Irina",4X100M Relay,Réunion,Silver,1992,summer,Women,Barcelona
Athletics,Athletics,"TRANDENKOVA, Marina",4X100M Relay,Réunion,Silver,1992,summer,Women,Barcelona
Athletics,Athletics,"AKABUSI, Kriss Kezie Uche",4X400M Relay,United Kingdom,Bronze,1992,summer,Men,Barcelona
Athletics,Athletics,"BLACK, Roger",4X400M Relay,United Kingdom,Bronze,1992,summer,Men,Barcelona
Athletics,Athletics,"GRINDLEY, David Allan",4X400M Relay,United Kingdom,Bronze,1992,summer,Men,Barcelona
Athletics,Athletics,"LADEJO, Duaine",4X400M Relay,United Kingdom,Bronze,1992,summer,Men,Barcelona
Athletics,Athletics,"REGIS, John Paul Lyndon",4X400M Relay,United Kingdom,Bronze,1992,summer,Men,Barcelona
Athletics,Athletics,"RICHARDSON, Mark Ashton",4X400M Relay,United Kingdom,Bronze,1992,summer,Men,Barcelona
Athletics,Athletics,"HALL, Darnell",4X400M Relay,United States,Gold,1992,summer,Men,Barcelona
Athletics,Athletics,"JENKINS, Charles L.",4X400M Relay,United States,Gold,1992,summer,Men,Barcelona
Athletics,Athletics,"JOHNSON, Michael",4X400M Relay,United States,Gold,1992,summer,Men,Barcelona
Athletics,Athletics,"LEWIS, Steve",4X400M Relay,United States,Gold,1992,summer,Men,Barcelona
Athletics,Athletics,"VALMON, Andrew",4X400M Relay,United States,Gold,1992,summer,Men,Barcelona
Athletics,Athletics,"WATTS, Quincy",4X400M Relay,United States,Gold,1992,summer,Men,Barcelona
Athletics,Athletics,"HERNANDEZ PRENDES, Roberto",4X400M Relay,Cuba,Silver,1992,summer,Men,Barcelona
Athletics,Athletics,"HERRERA ORTIZ, Hector",4X400M Relay,Cuba,Silver,1992,summer,Men,Barcelona
Athletics,Athletics,"MARTINEZ DESPAIGNE, Lazaro",4X400M Relay,Cuba,Silver,1992,summer,Men,Barcelona
Athletics,Athletics,"TELLEZ, Norberto",4X400M Relay,Cuba,Silver,1992,summer,Men,Barcelona
Athletics,Athletics,"DOUGLAS, Sandra Marie",4X400M Relay,United Kingdom,Bronze,1992,summer,Women,Barcelona
Athletics,Athletics,"GUNNELL, Sally Janet Jane",4X400M Relay,United Kingdom,Bronze,1992,summer,Women,Barcelona
Athletics,Athletics,"SMITH, Phylis",4X400M Relay,United Kingdom,Bronze,1992,summer,Women,Barcelona
Athletics,Athletics,"STOUTE, Jennifer",4X400M Relay,United Kingdom,Bronze,1992,summer,Women,Barcelona
Athletics,Athletics,"BRYZGINA, Olga",4X400M Relay,Réunion,Gold,1992,summer,Women,Barcelona
Athletics,Athletics,"CHMONINA, Marina",4X400M Relay,Réunion,Gold,1992,summer,Women,Barcelona
Athletics,Athletics,"DJIGALOVA, Lioudmila",4X400M Relay,Réunion,Gold,1992,summer,Women,Barcelona
Athletics,Athletics,"NAZAROVA, Olga",4X400M Relay,Réunion,Gold,1992,summer,Women,Barcelona
Athletics,Athletics,"NURUTDINOVA, Lilia",4X400M Relay,Réunion,Gold,1992,summer,Women,Barcelona
Athletics,Athletics,"ROUZINA, Yelena",4X400M Relay,Réunion,Gold,1992,summer,Women,Barcelona
Athletics,Athletics,"HILL, Denean",4X400M Relay,United States,Silver,1992,summer,Women,Barcelona
Athletics,Athletics,"KAISER, Natasha",4X400M Relay,United States,Silver,1992,summer,Women,Barcelona
Athletics,Athletics,"MILES, Jearl",4X400M Relay,United States,Silver,1992,summer,Women,Barcelona
Athletics,Athletics,"STEVENS, Rochelle",4X400M Relay,United States,Silver,1992,summer,Women,Barcelona
Athletics,Athletics,"TORRENCE, Gwen",4X400M Relay,United States,Silver,1992,summer,Women,Barcelona
Athletics,Athletics,"YOUNG, Dannette",4X400M Relay,United States,Silver,1992,summer,Women,Barcelona
Athletics,Athletics,"BAYISA, Fita",5000M,Ethiopia,Bronze,1992,summer,Men,Barcelona
Athletics,Athletics,"BAUMANN, Dieter",5000M,Germany,Gold,1992,summer,Men,Barcelona
Athletics,Athletics,"BITOK, Paul",5000M,Kenya,Silver,1992,summer,Men,Barcelona
Athletics,Athletics,"WEIGEL, Ronald",50KM Walk,Germany,Bronze,1992,summer,Men,Barcelona
Athletics,Athletics,"PERLOV, Andrey",50KM Walk,Réunion,Gold,1992,summer,Men,Barcelona
Athletics,Athletics,"MERCENARIO CARBAJAL, Carlos",50KM Walk,Mexico,Silver,1992,summer,Men,Barcelona
Athletics,Athletics,"GRAY, Johnny Lee Jr",800M,United States,Bronze,1992,summer,Men,Barcelona
Athletics,Athletics,"TANUI, William",800M,Kenya,Gold,1992,summer,Men,Barcelona
Athletics,Athletics,"KIPROTICH, Nixon",800M,Kenya,Silver,1992,summer,Men,Barcelona
Athletics,Athletics,"QUIROT, Ana Fidelia",800M,Cuba,Bronze,1992,summer,Women,Barcelona
Athletics,Athletics,"VAN LANGEN, Ellen",800M,Netherlands,Gold,1992,summer,Women,Barcelona
Athletics,Athletics,"NURUTDINOVA, Lilia",800M,Réunion,Silver,1992,summer,Women,Barcelona
Athletics,Athletics,"JOHNSON, David Allan",Decathlon,United States,Bronze,1992,summer,Men,Barcelona
Athletics,Athletics,"ZMELIK, Robert",Decathlon,Czechoslovakia,Gold,1992,summer,Men,Barcelona
Athletics,Athletics,"PENALVER ASENSIO, Antonio",Decathlon,Spain,Silver,1992,summer,Men,Barcelona
Athletics,Athletics,"MOYA, Roberto S.",Discus Throw,Cuba,Bronze,1992,summer,Men,Barcelona
Athletics,Athletics,"UBARTAS, Romas",Discus Throw,Lithuania,Gold,1992,summer,Men,Barcelona
Athletics,Athletics,"SCHULT, Jürgen",Discus Throw,Germany,Silver,1992,summer,Men,Barcelona
Athletics,Athletics,"COSTIAN, Daniela",Discus Throw,Australia,Bronze,1992,summer,Women,Barcelona
Athletics,Athletics,"MARTEN, Maritza",Discus Throw,Cuba,Gold,1992,summer,Women,Barcelona
Athletics,Athletics,"KHRISTOVA, Tzvetanka Pavlova",Discus Throw,Bulgaria,Silver,1992,summer,Women,Barcelona
Athletics,Athletics,"NIKOULINE, Igor",Hammer Throw,Réunion,Bronze,1992,summer,Men,Barcelona
Athletics,Athletics,"ABDUVALIEV, Andrey",Hammer Throw,Réunion,Gold,1992,summer,Men,Barcelona
Athletics,Athletics,"ASTAPKOVICH, Igor",Hammer Throw,Réunion,Silver,1992,summer,Men,Barcelona
Athletics,Athletics,"BRAUN, Sabine",Heptathlon,Germany,Bronze,1992,summer,Women,Barcelona
Athletics,Athletics,"JOYNER-KERSEE, Jackie",Heptathlon,United States,Gold,1992,summer,Women,Barcelona
Athletics,Athletics,"BELOVA, Irina",Heptathlon,Réunion,Silver,1992,summer,Women,Barcelona
Athletics,Athletics,"CONWAY, Hollis",High Jump,United States,Bronze,1992,summer,Men,Barcelona
Athletics,Athletics,"FORSYTH, Timothy",High Jump,Australia,Bronze,1992,summer,Men,Barcelona
Athletics,Athletics,"PARTYKA, Artur",High Jump,Poland,Bronze,1992,summer,Men,Barcelona
Athletics,Athletics,"SOTOMAYOR, Javier",High Jump,Cuba,Gold,1992,summer,Men,Barcelona
Athletics,Athletics,"SJÖBERG, Patrick",High Jump,Sweden,Silver,1992,summer,Men,Barcelona
Athletics,Athletics,"QUINTERO, Joanet",High Jump,Cuba,Bronze,1992,summer,Women,Barcelona
Athletics,Athletics,"HENKEL, Heike",High Jump,Germany,Gold,1992,summer,Women,Barcelona
Athletics,Athletics,"ASTAFEI, Galina",High Jump,Romania,Silver,1992,summer,Women,Barcelona
Athletics,Athletics,"BACKLEY, Steve",Javelin Throw,United Kingdom,Bronze,1992,summer,Men,Barcelona
Athletics,Athletics,"ZELEZNY, Jan",Javelin Throw,Czechoslovakia,Gold,1992,summer,Men,Barcelona
Athletics,Athletics,"RATY, Seppo Henrik",Javelin Throw,Finland,Silver,1992,summer,Men,Barcelona
Athletics,Athletics,"FORKEL, Karen",Javelin Throw,Germany,Bronze,1992,summer,Women,Barcelona
Athletics,Athletics,"RENK, Silke",Javelin Throw,Germany,Gold,1992,summer,Women,Barcelona
Athletics,Athletics,"SHIKOLENKO, Natalia",Javelin Throw,Réunion,Silver,1992,summer,Women,Barcelona
Athletics,Athletics,"GREENE, Joe",Long Jump,United States,Bronze,1992,summer,Men,Barcelona
Athletics,Athletics,"LEWIS, Carl",Long Jump,United States,Gold,1992,summer,Men,Barcelona
Athletics,Athletics,"POWELL, Michael Anthony",Long Jump,United States,Silver,1992,summer,Men,Barcelona
Athletics,Athletics,"JOYNER-KERSEE, Jackie",Long Jump,United States,Bronze,1992,summer,Women,Barcelona
Athletics,Athletics,"DRECHSLER, Heike",Long Jump,Germany,Gold,1992,summer,Women,Barcelona
Athletics,Athletics,"KRAVETS, Inessa",Long Jump,Réunion,Silver,1992,summer,Women,Barcelona
Athletics,Athletics,"FREIGANG, Stephan Timo",Marathon,Germany,Bronze,1992,summer,Men,Barcelona
Athletics,Athletics,"HWANG, Young-Cho",Marathon,"Korea, South",Gold,1992,summer,Men,Barcelona
