Award,Year,Winning,Name,Film
Cinematography,2014,nominated,Unbroken ,Roger Deakins
Costume Design,2014,won,The Grand Budapest Hotel ,Milena Canonero
Costume Design,2014,nominated,Inherent Vice ,Mark Bridges
Costume Design,2014,nominated,Into the Woods ,Colleen Atwood
Costume Design,2014,nominated,Maleficent ,Anna B. Sheppard
Costume Design,2014,nominated,Mr. Turner ,Jacqueline Durran
Directing,2014,won,Birdman or (The Unexpected Virtue of Ignorance) ,Alejandro G. Iñárritu
Directing,2014,nominated,Boyhood ,Richard Linklater
Directing,2014,nominated,Foxcatcher ,Bennett Miller
Directing,2014,nominated,The Grand Budapest Hotel ,Wes Anderson
Directing,2014,nominated,The Imitation Game ,Morten Tyldum
Documentary (Feature),2014,won,CitizenFour ,"Laura Poitras, Mathilde Bonnefoy and Dirk Wilutzky"
Documentary (Feature),2014,nominated,Finding Vivian Maier ,John Maloof and Charlie Siskel
Documentary (Feature),2014,nominated,Last Days in Vietnam ,Rory Kennedy and Keven McAlester
Documentary (Feature),2014,nominated,The Salt of the Earth ,"Wim Wenders, Juliano Ribeiro Salgado and David Rosier"
Documentary (Feature),2014,nominated,Virunga ,Orlando von Einsiedel and Joanna Natasegara
Documentary (Short Subject),2014,won,Crisis Hotline: Veterans Press 1 ,Ellen Goosenberg Kent and Dana Perry
Documentary (Short Subject),2014,nominated,Joanna ,Aneta Kopacz
Documentary (Short Subject),2014,nominated,Our Curse ,Tomasz Sliwinski and Maciej Slesicki
Documentary (Short Subject),2014,nominated,The Reaper (La Parka) ,Gabriel Serra Arguello
Documentary (Short Subject),2014,nominated,White Earth ,J. Christian Jensen
Film Editing,2014,nominated,American Sniper ,Joel Cox and Gary D. Roach
Film Editing,2014,nominated,Boyhood ,Sandra Adair
Film Editing,2014,nominated,The Grand Budapest Hotel ,Barney Pilling
Film Editing,2014,nominated,The Imitation Game ,William Goldenberg
Film Editing,2014,won,Whiplash ,Tom Cross
Foreign Language Film,2014,won,Ida ,Poland
Foreign Language Film,2014,nominated,Leviathan ,Russia
Foreign Language Film,2014,nominated,Tangerines ,Estonia
Foreign Language Film,2014,nominated,Timbuktu ,Mauritania
Foreign Language Film,2014,nominated,Wild Tales ,Argentina
Makeup and Hairstyling,2014,nominated,Foxcatcher ,Bill Corso and Dennis Liddiard
Makeup and Hairstyling,2014,won,The Grand Budapest Hotel ,Frances Hannon and Mark Coulier
Makeup and Hairstyling,2014,nominated,Guardians of the Galaxy ,Elizabeth Yianni-Georgiou and David White
Music (Original Score),2014,won,The Grand Budapest Hotel ,Alexandre Desplat
Music (Original Score),2014,nominated,The Imitation Game ,Alexandre Desplat
Music (Original Score),2014,nominated,Interstellar ,Hans Zimmer
Music (Original Score),2014,nominated,Mr. Turner ,Gary Yershon
Music (Original Score),2014,nominated,The Theory of Everything ,Jóhann Jóhannsson
Music (Original Song),2014,nominated,"""Everything Is Awesome"" from The Lego Movie",Music and Lyric by Shawn Patterson
Music (Original Song),2014,won,"""Glory"" from Selma",Music and Lyric by John Stephens and Lonnie Lynn
Music (Original Song),2014,nominated,"""Grateful"" from Beyond the Lights",Music and Lyric by Diane Warren
Music (Original Song),2014,nominated,"""I'm Not Gonna Miss You"" from Glen Campbell...I'll Be Me",Music and Lyric by Glen Campbell and Julian Raymond
Music (Original Song),2014,nominated,"""Lost Stars"" from Begin Again",Music and Lyric by Gregg Alexander and Danielle Brisebois
Best Picture,2014,nominated,American Sniper ,"Clint Eastwood, Robert Lorenz, Andrew Lazar, Bradley Cooper and Peter Morgan, Producers"
Best Picture,2014,won,Birdman or (The Unexpected Virtue of Ignorance) ,"Alejandro G. Iñárritu, John Lesher and James W. Skotchdopole, Producers"
Best Picture,2014,nominated,Boyhood ,"Richard Linklater and Cathleen Sutherland, Producers"
Best Picture,2014,nominated,The Grand Budapest Hotel ,"Wes Anderson, Scott Rudin, Steven Rales and Jeremy Dawson, Producers"
Best Picture,2014,nominated,The Imitation Game ,"Nora Grossman, Ido Ostrowsky and Teddy Schwarzman, Producers"
Best Picture,2014,nominated,Selma ,"Christian Colson, Oprah Winfrey, Dede Gardner and Jeremy Kleiner, Producers"
Best Picture,2014,nominated,The Theory of Everything ,"Tim Bevan, Eric Fellner, Lisa Bruce and Anthony McCarten, Producers"
Best Picture,2014,nominated,Whiplash ,"Jason Blum, Helen Estabrook and David Lancaster, Producers"
Production Design,2014,won,The Grand Budapest Hotel ,Production Design: Adam Stockhausen; Set Decoration: Anna Pinnock
Production Design,2014,nominated,The Imitation Game ,Production Design: Maria Djurkovic; Set Decoration: Tatiana Macdonald
Production Design,2014,nominated,Interstellar ,Production Design: Nathan Crowley; Set Decoration: Gary Fettis
Production Design,2014,nominated,Into the Woods ,Production Design: Dennis Gassner; Set Decoration: Anna Pinnock
Production Design,2014,nominated,Mr. Turner ,Production Design: Suzie Davies; Set Decoration: Charlotte Watts
Short Film (Animated),2014,nominated,The Bigger Picture ,Daisy Jacobs and Christopher Hees
Short Film (Animated),2014,nominated,The Dam Keeper ,Robert Kondo and Dice Tsutsumi
Short Film (Animated),2014,won,Feast ,Patrick Osborne and Kristina Reed
Short Film (Animated),2014,nominated,Me and My Moulton ,Torill Kove
Short Film (Animated),2014,nominated,A Single Life ,Joris Oprins
Short Film (Live Action),2014,nominated,Aya ,Oded Binnun and Mihal Brezis
Short Film (Live Action),2014,nominated,Boogaloo and Graham ,Michael Lennox and Ronan Blaney
Short Film (Live Action),2014,nominated,Butter Lamp (La Lampe Au Beurre De Yak) ,Hu Wei and Julien Féret
Short Film (Live Action),2014,nominated,Parvaneh ,Talkhon Hamzavi and Stefan Eichenberger
Short Film (Live Action),2014,won,The Phone Call ,Mat Kirkby and James Lucas
Sound Editing,2014,won,American Sniper ,Alan Robert Murray and Bub Asman
Sound Editing,2014,nominated,Birdman or (The Unexpected Virtue of Ignorance) ,Martín Hernández and Aaron Glascock
Sound Editing,2014,nominated,The Hobbit: The Battle of the Five Armies ,Brent Burge and Jason Canovas
Sound Editing,2014,nominated,Interstellar ,Richard King
Sound Editing,2014,nominated,Unbroken ,Becky Sullivan and Andrew DeCristofaro
Sound Mixing,2014,nominated,American Sniper ,"John Reitz, Gregg Rudloff and Walt Martin"
Sound Mixing,2014,nominated,Birdman or (The Unexpected Virtue of Ignorance) ,"Jon Taylor, Frank A. Montaño and Thomas Varga"
Sound Mixing,2014,nominated,Interstellar ,"Gary A. Rizzo, Gregg Landaker and Mark Weingarten"
Sound Mixing,2014,nominated,Unbroken ,"Jon Taylor, Frank A. Montaño and David Lee"
Sound Mixing,2014,won,Whiplash ,"Craig Mann, Ben Wilkins and Thomas Curley"
Visual Effects,2014,nominated,Captain America: The Winter Soldier ,"Dan DeLeeuw, Russell Earl, Bryan Grill and Dan Sudick"
Visual Effects,2014,nominated,Dawn of the Planet of the Apes ,"Joe Letteri, Dan Lemmon, Daniel Barrett and Erik Winquist"
Visual Effects,2014,nominated,Guardians of the Galaxy ,"Stephane Ceretti, Nicolas Aithadi, Jonathan Fawkner and Paul Corbould"
Visual Effects,2014,won,Interstellar ,"Paul Franklin, Andrew Lockley, Ian Hunter and Scott Fisher"
Visual Effects,2014,nominated,X-Men: Days of Future Past ,"Richard Stammers, Lou Pecora, Tim Crosbie and Cameron Waldbauer"
Writing (Adapted Screenplay),2014,nominated,American Sniper ,Written by Jason Hall
Writing (Adapted Screenplay),2014,won,The Imitation Game ,Written by Graham Moore
Writing (Adapted Screenplay),2014,nominated,Inherent Vice ,Written for the screen by Paul Thomas Anderson
Writing (Adapted Screenplay),2014,nominated,The Theory of Everything ,Screenplay by Anthony McCarten
Writing (Adapted Screenplay),2014,nominated,Whiplash ,Written by Damien Chazelle
Writing (Original Screenplay),2014,won,Birdman or (The Unexpected Virtue of Ignorance) ,"Written by Alejandro G. Iñárritu, Nicolás Giacobone, Alexander Dinelaris, Jr. & Armando Bo"
Writing (Original Screenplay),2014,nominated,Boyhood ,Written by Richard Linklater
Writing (Original Screenplay),2014,nominated,Foxcatcher ,Written by E. Max Frye and Dan Futterman
Writing (Original Screenplay),2014,nominated,The Grand Budapest Hotel ,Screenplay by Wes Anderson; Story by Wes Anderson & Hugo Guinness
Writing (Original Screenplay),2014,nominated,Nightcrawler ,Written by Dan Gilroy
Jean Hersholt Humanitarian Award,2014,won,Harry Belafonte,
Honorary Award,2014,won,Jean-Claude Carrière,
Honorary Award,2014,won,Hayao Miyazaki,
Honorary Award,2014,won,Maureen O'Hara,
Gordon E. Sawyer Award,2014,won,David Winchester Gray,
Award of Commendation,2014,won,"Steven Tiffen, Jeff Cohen and Michael Fecik",
Actor in a Leading Role,2015,nominated,Bryan Cranston,Trumbo
Actor in a Leading Role,2015,nominated,Matt Damon,The Martian
Actor in a Leading Role,2015,won,Leonardo DiCaprio,The Revenant
Actor in a Leading Role,2015,nominated,Michael Fassbender,Steve Jobs
Actor in a Leading Role,2015,nominated,Eddie Redmayne,The Danish Girl
Actor in a Supporting Role,2015,nominated,Christian Bale,The Big Short
Actor in a Supporting Role,2015,nominated,Tom Hardy,The Revenant
Actor in a Supporting Role,2015,nominated,Mark Ruffalo,Spotlight
Actor in a Supporting Role,2015,won,Mark Rylance,Bridge of Spies
Actor in a Supporting Role,2015,nominated,Sylvester Stallone,Creed
Actress in a Leading Role,2015,nominated,Cate Blanchett,Carol
Actress in a Leading Role,2015,won,Brie Larson,Room
Actress in a Leading Role,2015,nominated,Jennifer Lawrence,Joy
Actress in a Leading Role,2015,nominated,Charlotte Rampling,45 Years
Actress in a Leading Role,2015,nominated,Saoirse Ronan,Brooklyn
Actress in a Supporting Role,2015,nominated,Jennifer Jason Leigh,The Hateful Eight
Actress in a Supporting Role,2015,nominated,Rooney Mara,Carol
Actress in a Supporting Role,2015,nominated,Rachel McAdams,Spotlight
Actress in a Supporting Role,2015,won,Alicia Vikander,The Danish Girl
Actress in a Supporting Role,2015,nominated,Kate Winslet,Steve Jobs
Animated Feature Film,2015,nominated,Anomalisa,"Charlie Kaufman, Duke Johnson and Rosa Tran"
Animated Feature Film,2015,nominated,Boy and the World,Alê Abreu
Animated Feature Film,2015,won,Inside Out,Pete Docter and Jonas Rivera
Animated Feature Film,2015,nominated,Shaun the Sheep Movie,Mark Burton and Richard Starzak
Animated Feature Film,2015,nominated,When Marnie Was There,Hiromasa Yonebayashi and Yoshiaki Nishimura
Cinematography,2015,nominated,Carol,Ed Lachman
Cinematography,2015,nominated,The Hateful Eight,Robert Richardson
Cinematography,2015,nominated,Mad Max: Fury Road,John Seale
Cinematography,2015,nominated,The Revenant,Emmanuel Lubezki
Cinematography,2015,nominated,Sicario,Roger Deakins
Costume Design,2015,nominated,Carol,Sandy Powell
Costume Design,2015,nominated,Cinderella,Sandy Powell
Costume Design,2015,nominated,The Danish Girl,Paco Delgado
Costume Design,2015,won,Mad Max: Fury Road,Jenny Beavan
Costume Design,2015,nominated,The Revenant,Jacqueline West
Directing,2015,nominated,The Big Short,Adam McKay
Directing,2015,nominated,Mad Max: Fury Road,George Miller
Directing,2015,won,The Revenant,Alejandro G. Iñárritu
Directing,2015,nominated,Room,Lenny Abrahamson
Directing,2015,nominated,Spotlight,Tom McCarthy
Documentary (Feature),2015,won,Amy,Asif Kapadia and James Gay-Rees
Documentary (Feature),2015,nominated,Cartel Land,Matthew Heineman and Tom Yellin
Documentary (Feature),2015,nominated,The Look of Silence,Joshua Oppenheimer and Signe Byrge Sørensen
Documentary (Feature),2015,nominated,"What Happened, Miss Simone?","Liz Garbus, Amy Hobby and Justin Wilkes"
Documentary (Feature),2015,nominated,Winter on Fire: Ukraine's Fight for Freedom,Evgeny Afineevsky and Den Tolmor
Documentary (Short Subject),2015,nominated,Body Team 12,David Darg and Bryn Mooser
Documentary (Short Subject),2015,nominated,"Chau, Beyond the Lines",Courtney Marsh and Jerry Franck
Documentary (Short Subject),2015,nominated,Claude Lanzmann: Spectres of the Shoah,Adam Benzine
Documentary (Short Subject),2015,won,A Girl in the River: The Price of Forgiveness,Sharmeen Obaid-Chinoy
Documentary (Short Subject),2015,nominated,Last Day of Freedom,Dee Hibbert-Jones and Nomi Talisman
Film Editing,2015,nominated,The Big Short,Hank Corwin
Film Editing,2015,won,Mad Max: Fury Road,Margaret Sixel
Film Editing,2015,nominated,The Revenant,Stephen Mirrione
Film Editing,2015,nominated,Spotlight,Tom McArdle
Film Editing,2015,nominated,Star Wars: The Force Awakens,Maryann Brandon and Mary Jo Markey
Foreign Language Film,2015,nominated,Embrace of the Serpent,Colombia
Foreign Language Film,2015,nominated,Mustang,France
Foreign Language Film,2015,won,Son of Saul,Hungary
Foreign Language Film,2015,nominated,Theeb,Jordan
Foreign Language Film,2015,nominated,A War,Denmark
Makeup and Hairstyling,2015,won,Mad Max: Fury Road,"Lesley Vanderwalt, Elka Wardega and Damian Martin"
Makeup and Hairstyling,2015,nominated,The 100-Year-Old Man Who Climbed Out the Window and Disappeared,Love Larson and Eva von Bahr
Makeup and Hairstyling,2015,nominated,The Revenant,"Siân Grigg, Duncan Jarman and Robert Pandini"
Music (Original Score),2015,nominated,Bridge of Spies,Thomas Newman
Music (Original Score),2015,nominated,Carol,Carter Burwell
Music (Original Score),2015,won,The Hateful Eight,Ennio Morricone
Music (Original Score),2015,nominated,Sicario,Jóhann Jóhannsson
Music (Original Score),2015,nominated,Star Wars: The Force Awakens,John Williams
Music (Original Song),2015,nominated,"""Earned It"" from Fifty Shades of Grey","Music and Lyric by The Weeknd, Ahmad Balshe, Jason Quenneville and Stephan Moccio"
Music (Original Song),2015,nominated,Manta Ray from Racing Extinction,Music by J. Ralph; Lyric by Anohni
Music (Original Song),2015,nominated,Simple Song #3 from Youth,Music and Lyric by David Lang
Music (Original Song),2015,nominated,"""Til It Happens To You"" from The Hunting Ground",Music and Lyric by Diane Warren and Lady Gaga
Music (Original Song),2015,won,Writing's On The Wall from Spectre,Music and Lyric by Jimmy Napes and Sam Smith
Best Picture,2015,nominated,The Big Short,"Brad Pitt, Dede Gardner and Jeremy Kleiner, Producers"
Best Picture,2015,nominated,Bridge of Spies,"Steven Spielberg, Marc Platt and Kristie Macosko Krieger, Producers"
Best Picture,2015,nominated,Brooklyn,"Finola Dwyer and Amanda Posey, Producers"
Best Picture,2015,nominated,Mad Max: Fury Road,"Doug Mitchell and George Miller, Producers"
Best Picture,2015,nominated,The Martian,"Simon Kinberg, Ridley Scott, Michael Schaefer and Mark Huffam, Producers"
Best Picture,2015,nominated,The Revenant,"Arnon Milchan, Steve Golin, Alejandro G. Iñárritu, Mary Parent and Keith Redmon, Producers"
Best Picture,2015,nominated,Room,"Ed Guiney, Producer"
Best Picture,2015,won,Spotlight,"Michael Sugar, Steve Golin, Nicole Rocklin and Blye Pagon Faust, Producers"
Production Design,2015,nominated,Bridge of Spies,Production Design: Adam Stockhausen; Set Decoration: Rena DeAngelo and Bernhard Henrich
Production Design,2015,nominated,The Danish Girl,Production Design: Eve Stewart; Set Decoration: Michael Standish
Production Design,2015,won,Mad Max: Fury Road,Production Design: Colin Gibson; Set Decoration: Lisa Thompson
Production Design,2015,nominated,The Martian,Production Design: Arthur Max; Set Decoration: Celia Bobak
Production Design,2015,nominated,The Revenant,Production Design: Jack Fisk; Set Decoration: Hamish Purdy
Short Film (Animated),2015,won,Bear Story,Gabriel Osorio and Pato Escala
Short Film (Animated),2015,nominated,Prologue,Richard Williams and Imogen Sutton
Short Film (Animated),2015,nominated,Sanjay's Super Team,Sanjay Patel and Nicole Grindle
Short Film (Animated),2015,nominated,We Can't Live without Cosmos,Konstantin Bronzit
Short Film (Animated),2015,nominated,World of Tomorrow,Don Hertzfeldt
Short Film (Live Action),2015,nominated,Ave Maria,Basil Khalil and Eric Dupont
Short Film (Live Action),2015,nominated,Day One,Henry Hughes
Short Film (Live Action),2015,nominated,Everything Will Be Okay (Alles Wird Gut),Patrick Vollrath
Short Film (Live Action),2015,nominated,Shok,Jamie Donoughue
Short Film (Live Action),2015,won,Stutterer,Benjamin Cleary and Serena Armitage
Sound Editing,2015,won,Mad Max: Fury Road,Mark Mangini and David White
Sound Editing,2015,nominated,The Martian,Oliver Tarney
Sound Editing,2015,nominated,The Revenant,Martin Hernandez and Lon Bender
Sound Editing,2015,nominated,Sicario,Alan Robert Murray
Sound Editing,2015,nominated,Star Wars: The Force Awakens,Matthew Wood and David Acord
Sound Mixing,2015,nominated,Bridge of Spies,"Andy Nelson, Gary Rydstrom and Drew Kunin"
Sound Mixing,2015,won,Mad Max: Fury Road,"Chris Jenkins, Gregg Rudloff and Ben Osmo"
Sound Mixing,2015,nominated,The Martian,"Paul Massey, Mark Taylor and Mac Ruth"
Sound Mixing,2015,nominated,The Revenant,"Jon Taylor, Frank A. Montaño, Randy Thom and Chris Duesterdiek"
Sound Mixing,2015,nominated,Star Wars: The Force Awakens,"Andy Nelson, Christopher Scarabosio and Stuart Wilson"
Visual Effects,2015,won,Ex Machina,"Andrew Whitehurst, Paul Norris, Mark Ardington and Sara Bennett"
Visual Effects,2015,nominated,Mad Max: Fury Road,"Andrew Jackson, Tom Wood, Dan Oliver and Andy Williams"
Visual Effects,2015,nominated,The Martian,"Richard Stammers, Anders Langlands, Chris Lawrence and Steven Warner"
Visual Effects,2015,nominated,The Revenant,"Rich McBride, Matthew Shumway, Jason Smith and Cameron Waldbauer"
